PROVIDER_ID,HAI_1_DEN_VOL,HAI_2_DEN_VOL,HAI_3_DEN_VOL,HAI_4_DEN_VOL,HAI_5_DEN_VOL,HAI_6_DEN_VOL,HAI_1_DEN_PRED,HAI_2_DEN_PRED,HAI_3_DEN_PRED,HAI_4_DEN_PRED,HAI_5_DEN_PRED,HAI_6_DEN_PRED,HAI_1,HAI_2,HAI_3,HAI_4,HAI_5,HAI_6,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,EDAC_30_HF,READM_30_COPD,EDAC_30_AMI,EDAC_30_PN,MORT_30_STK,MORT_30_PN,MORT_30_HF,MORT_30_COPD,MORT_30_AMI,COMP_HIP_KNEE,READM_30_HOSP_WIDE_DEN,READM_30_HIP_KNEE_DEN,EDAC_30_HF_DEN,READM_30_COPD_DEN,EDAC_30_AMI_DEN,EDAC_30_PN_DEN,MORT_30_STK_DEN,MORT_30_PN_DEN,MORT_30_HF_DEN,MORT_30_COPD_DEN,MORT_30_AMI_DEN,COMP_HIP_KNEE_DEN,OP_2,OP_2_DEN,OP_3B,OP_3B_DEN,OP_8,OP_8_DEN,OP_10,OP_10_DEN,OP_13,OP_13_DEN,OP_18B,OP_18B_DEN,OP_22,OP_22_DEN,OP_23,OP_23_DEN,OP_29,OP_29_DEN,PSI_4_SURG_COMP,PSI_4_SURG_COMP_DEN,PSI_90_SAFETY,IMM_3_DEN,IMM_3,HCP_COVID_19_DEN,HCP_COVID_19,PC_01,PC_01_DEN,SEP_1,SEP_1_DEN,H_RESP_RATE_P,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_GLOB_STAR_RATING,H_INDI_STAR_RATING,H_NUMB_COMP,PSI_90_SAFETY_DEN,MORT_30_CABG,MORT_30_CABG_DEN,READM_30_CABG,READM_30_CABG_DEN,OP_32,OP_32_DEN,OP_35_ADM,OP_35_ADM_DEN,OP_35_ED,OP_35_ED_DEN,OP_36,OP_36_DEN,Facility_ID,Facility_Name,State,ZIP_Code,County_Parish
450571,8365.0,7089.0,210.0,413.0,81137.0,76441.0,8.648,9.011,5.472,3.587,4.112,31.196,0.0,0.444,1.096,0.0,0.486,0.481,0.135,0.059,-10.8,0.195,0.0,-8.9,0.147,0.163,0.16,0.0969999999999999,0.141,0.042,3192.0,181.0,607.0,178.0,197.0,632.0,250.0,571.0,521.0,166.0,170.0,176.0,,,,,0.406,,0.08,,0.038,,138.0,813.0,0.04,64717.0,0.64,14.0,1.0,114.0,173.79,76.0,0.85,4987.0,0.73,4050.0,0.074,0.0,55.0,0.54,396.0,18.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,637.0,2348.7918,0.039,95.0,0.105,92.0,13.1,2049.0,13.1,238.0,6.3,238.0,1.0,1224.0,450571,SHANNON MEDICAL CENTER,TX,76903,TOM GREEN
450573,,,,,,,,,,,,,,,,,,,0.14,,,0.182,,-17.3,,0.1639999999999999,0.111,0.098,,,91.0,,,30.0,,43.0,,50.0,26.0,27.0,,,,,,,,,0.11,,,,180.0,363.0,0.02,19982.0,0.88,16.0,,,,,,319.0,0.75,289.0,0.221,,,0.79,24.0,,,,,,,,,,,,,,,,12.6,86.0,,,,,,,450573,CHRISTUS JASPER MEMORIAL HOSPITAL,TX,75951,JASPER
450584,,,,,,,,,,,,,,,,,,,0.154,,,0.1939999999999999,,-17.8,,0.21,,0.108,,,170.0,,,29.0,,58.0,,63.0,,28.0,,,,,,,,,0.072,,,,95.0,774.0,0.01,8498.0,,,1.0,31.0,,,0.96,281.0,0.96,246.0,0.0,,,0.94,72.0,,,,,,,,,,,112.2425,,,,,13.2,126.0,,,,,,,450584,WILBARGER GENERAL HOSPITAL,TX,76384,WILBARGER
450587,,,,,,12793.0,,,,,,5.565,,,,,,0.18,0.153,0.059,-24.6,0.184,,-1.3,0.145,0.216,0.132,0.123,0.161,0.043,579.0,83.0,88.0,56.0,,174.0,37.0,170.0,80.0,51.0,54.0,76.0,,,,,,,0.079,,0.039,,191.0,384.0,0.03,20664.0,0.5,14.0,0.4,82.0,,,1.0,800.0,0.93,885.0,0.045,0.04,68.0,0.46,137.0,17.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.5,319.0,416.6137,,,,,14.1,500.0,9.5,86.0,7.4,86.0,0.9,267.0,450587,HENDRICK MEDICAL CENTER BROWNWOOD,TX,76801,BROWN
450596,,2249.0,,,,11424.0,,1.202,,,,5.077,,0.0,,,,0.394,0.142,,-6.9,0.179,-21.2,-6.1,0.148,0.175,0.109,0.092,0.122,,634.0,,133.0,39.0,54.0,231.0,40.0,230.0,123.0,38.0,49.0,,,,,,0.379,,0.107,,,,143.0,404.0,0.01,22555.0,0.69,13.0,0.97,66.0,,,1.12,1116.0,0.8,983.0,0.08,0.0,40.0,0.62,171.0,20.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,406.0,404.3276,,,,,13.5,791.0,,,,,1.1,266.0,450596,LAKE GRANBURY MEDICAL CENTER,TX,76048,HOOD
450597,,,,,,3070.0,,,,,,1.141,,,,,,0.0,0.146,,-32.9,,,-13.7,,0.206,0.138,,,,99.0,,40.0,,,44.0,,46.0,39.0,,,,,,,,,,0.027,,,,137.0,338.0,0.03,10686.0,,,1.0,43.0,,,0.97,514.0,0.73,404.0,0.024,0.11,27.0,0.91,58.0,,,,,,,,,,,50.6767,,,,,12.6,98.0,,,,,1.0,53.0,450597,CUERO REGIONAL HOSPITAL,TX,77954,DE WITT
450604,,,49.0,,,7298.0,,,1.218,,,7.73,,,0.0,,,0.0,0.1369999999999999,0.042,-11.5,,,-35.2,,0.208,0.13,,,0.033,480.0,39.0,75.0,,,84.0,,76.0,62.0,,,38.0,,,,,0.4629999999999999,,0.092,,0.039,,142.0,368.0,0.01,14376.0,0.73,11.0,0.83,96.0,,,0.85,494.0,0.73,924.0,0.005,0.0,37.0,0.66,144.0,22.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,297.0,369.4347,,,,,14.1,1475.0,,,,,0.9,596.0,450604,HILL COUNTRY MEMORIAL HOSPITAL,TX,78624,GILLESPIE
45060F,,,,,,,,,,,,,,,,,,,0.136,0.04,-36.2,0.185,,-1.3,,0.16,0.113,0.081,,0.042,863.0,54.0,160.0,161.0,,133.0,,115.0,131.0,139.0,,44.0,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,39.0,5.0,4.0,5.0,5.0,4.0,4.0,4.5,4.0,496.0,588.6937999999999,,,,,,,,,,,,,45060F,VA AMARILLO HEALTHCARE SYSTEM,TX,79106,POTTER
450610,10689.0,9783.0,355.0,298.0,108481.0,91500.0,11.937,16.258,8.99,2.332,6.481,42.008,1.424,0.554,0.556,1.715,0.926,0.214,0.139,,-8.4,0.182,-1.8,23.9,0.132,0.148,0.09,0.105,0.128,,2370.0,,471.0,88.0,131.0,403.0,400.0,399.0,425.0,82.0,121.0,,,,,,0.359,,0.19,,0.048,,258.0,394.0,0.01,50911.0,0.58,12.0,0.77,81.0,180.68,128.0,1.04,6094.0,0.87,7735.0,0.0,0.07,115.0,0.4,137.0,11.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,486.0,1863.6756,0.026,118.0,0.1,116.0,12.7,889.0,,,,,0.7,763.0,450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,TX,77024,HARRIS
450617,11148.0,11220.0,326.0,255.0,143468.0,127804.0,10.36,11.731,8.775,2.411,8.186,67.828,0.483,0.085,0.798,0.415,0.366,0.074,0.154,0.045,26.7,0.184,13.1,43.9,0.125,0.156,0.092,0.083,0.108,0.032,3357.0,69.0,641.0,170.0,215.0,473.0,267.0,474.0,530.0,151.0,214.0,63.0,,,,,,,0.064,,,,135.0,441.0,0.01,89226.0,,,0.92,75.0,140.03,149.0,1.06,4938.0,0.39,4302.0,0.0,0.17,94.0,0.59,135.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.5,817.0,2493.0456,0.022,130.0,0.114,127.0,13.2,190.0,,,,,1.0,288.0,450617,HCA HOUSTON HEALTHCARE CLEAR LAKE,TX,77598,HARRIS
450634,6269.0,7411.0,129.0,,53194.0,53194.0,6.134,9.06,3.532,,3.349,23.022,0.0,0.11,0.0,,0.0,0.261,0.159,0.046,29.5,0.185,-16.4,23.2,0.139,0.16,0.099,0.093,0.113,0.039,2350.0,42.0,309.0,93.0,105.0,450.0,150.0,385.0,238.0,87.0,104.0,37.0,,,,,,,0.022,,0.0279999999999999,,110.0,415.0,0.01,53660.0,0.88,26.0,,,155.75,70.0,0.91,2323.0,0.55,1478.0,0.0,,,0.72,137.0,16.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,565.0,1566.0126,,,,,13.4,35.0,,,,,1.2,297.0,450634,MEDICAL CITY DENTON,TX,76210,DENTON
450638,4040.0,5616.0,111.0,,75296.0,69883.0,3.949,6.382,2.983,,2.694,31.238,0.506,0.47,0.0,,0.742,0.064,0.146,,22.3,0.179,,25.9,0.125,0.152,0.122,0.1009999999999999,0.133,,701.0,,123.0,31.0,,109.0,58.0,100.0,103.0,27.0,33.0,,,,,,,,0.055,,,,148.0,414.0,,,,,0.77,104.0,150.65,54.0,1.1,1747.0,0.68,2025.0,0.061,0.01,107.0,0.65,192.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,466.0,708.8463999999999,,,,,12.7,345.0,,,,,1.0,112.0,450638,HCA HOUSTON HEALTHCARE NORTHWEST,TX,77090,HARRIS
450639,3644.0,3826.0,161.0,201.0,60354.0,55257.0,3.447,3.71,4.754,1.897,3.543,28.821,0.29,0.0,0.421,0.0,0.282,0.451,0.145,,2.4,0.198,-11.8,13.0,0.11,0.201,0.11,0.1009999999999999,0.142,,1853.0,,406.0,108.0,110.0,418.0,139.0,386.0,331.0,100.0,106.0,,,,,,,,0.0139999999999999,,,,158.0,413.0,0.01,58072.0,0.46,13.0,1.0,15.0,192.91,43.0,0.88,3067.0,0.95,2483.0,0.012,0.0,40.0,0.75,164.0,15.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.5,917.0,1126.8486,0.046,69.0,0.105,67.0,15.3,135.0,,,,,1.1,296.0,450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,TX,76022,TARRANT
450641,,,,,,,,,,,,,,,,,,,0.147,,,,,-6.6,,0.195,,,,,104.0,,,,,38.0,,38.0,,,,,,,,,,,0.203,,,,89.0,293.0,0.02,3458.0,,,0.72,25.0,,,,145.0,0.61,126.0,0.0,,,0.71,69.0,,,,,,,,,,,,,,,,12.9,51.0,,,,,,,450641,NOCONA GENERAL HOSPITAL,TX,76255,MONTAGUE
450643,4876.0,4337.0,76.0,,32602.0,30448.0,3.678,3.178,2.19,,1.632,12.985,1.903,1.259,0.457,,3.064,0.231,0.155,,-25.1,0.178,-30.1,48.4,0.127,0.17,0.143,0.086,0.115,,629.0,,124.0,26.0,63.0,156.0,61.0,164.0,117.0,25.0,73.0,,,,,,,,0.107,,,,124.0,391.0,0.01,62831.0,0.6,25.0,0.96,72.0,136.36,28.0,0.9,1238.0,0.75,1231.0,0.001,0.0,72.0,0.43,56.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,351.0,443.1343,,,,,12.4,213.0,,,,,0.8,96.0,450643,DOCTORS HOSPITAL OF LAREDO,TX,78041,WEBB
450644,4462.0,3893.0,,,38979.0,35016.0,4.807,5.357,,,2.63,14.475,0.208,0.187,,,0.38,0.069,0.143,,45.2,,33.3,10.7,0.1159999999999999,0.177,0.103,,0.1119999999999999,,625.0,,167.0,,56.0,162.0,62.0,159.0,150.0,,57.0,,,,,,,,0.138,,,,162.0,383.0,0.02,48635.0,,,,,165.9,32.0,0.9,18757.0,0.46,1586.0,0.021,0.06,63.0,0.57,136.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,3.0,362.0,570.8029999999999,0.037,31.0,0.105,29.0,,,,,,,1.2,80.0,450644,HCA HOUSTON HEALTHCARE WEST,TX,77082,HARRIS
450647,30215.0,12514.0,200.0,872.0,211629.0,203319.0,29.76,13.855,5.418,7.563,12.76,98.536,0.84,0.794,1.107,0.397,1.332,0.436,0.15,0.055,7.9,0.171,23.0,16.8,0.123,0.168,0.103,0.106,0.123,0.034,3119.0,81.0,445.0,115.0,161.0,323.0,188.0,306.0,365.0,114.0,110.0,76.0,,,,,,,0.036,,0.05,,162.0,440.0,0.01,98074.0,,,0.96,84.0,161.71,133.0,0.87,6626.0,0.44,6953.0,0.001,0.07,94.0,0.54,133.0,16.0,2.0,2.0,3.0,3.0,2.0,3.0,3.5,3.5,975.0,3257.3617,0.017,123.0,0.103,120.0,14.0,240.0,9.6,33.0,5.8,33.0,1.5,584.0,450647,MEDICAL CITY DALLAS HOSPITAL,TX,75230,DALLAS
450651,18888.0,13709.0,296.0,222.0,156194.0,140331.0,18.882,17.201,8.58,2.076,10.757,65.794,1.059,0.349,0.816,1.445,0.837,0.167,0.157,0.053,-7.3,0.1889999999999999,2.5,3.8,0.14,0.158,0.099,0.075,0.119,0.035,4583.0,274.0,449.0,89.0,162.0,570.0,573.0,539.0,390.0,75.0,167.0,240.0,,,,,,,0.088,,0.044,,137.0,421.0,0.0,63449.0,,,0.66,64.0,120.33,285.0,1.11,6233.0,0.3,5693.0,0.0,0.01,91.0,0.62,135.0,16.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.5,964.0,4191.0457,0.026,50.0,0.1119999999999999,49.0,13.0,283.0,,,,,1.7,519.0,450651,MEDICAL CITY PLANO,TX,75075,COLLIN
450653,,,,,,3713.0,,,,,,1.568,,,,,,0.0,0.145,,32.3,,,-2.9,,0.2019999999999999,0.143,,,,138.0,,36.0,,,55.0,,52.0,34.0,,,,,,,,,,0.143,,,,118.0,353.0,0.04,14319.0,,,0.91,57.0,,,0.97,390.0,0.92,279.0,0.0,0.0,27.0,0.72,89.0,,,,,,,,,,,74.8936,,,,,12.8,69.0,,,,,,,450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",TX,79720,HOWARD
450654,,,,,,2480.0,,,,,,1.09,,,,,,0.917,0.145,,,,,10.2,,0.201,,,,,105.0,,,,,75.0,,85.0,,,,,,,,,,,0.083,,,,199.0,342.0,0.04,11131.0,,,0.76,225.0,,,,308.0,0.38,314.0,0.0,0.0,59.0,0.47,183.0,,,,,,,,,,,,,,,,12.5,106.0,,,,,,,450654,STARR COUNTY MEMORIAL HOSPITAL,TX,78582,STARR
450656,2865.0,4671.0,73.0,,,17687.0,1.895,2.826,2.186,,,8.7,1.583,0.354,0.915,,,0.115,0.148,0.043,-10.8,0.1939999999999999,-5.5,-2.9,0.1669999999999999,0.174,0.124,0.108,0.138,0.032,923.0,89.0,167.0,59.0,74.0,255.0,88.0,255.0,159.0,59.0,90.0,83.0,,,,,0.491,,0.026,,,,138.0,419.0,0.01,30433.0,,,,,195.25,25.0,0.91,968.0,0.83,762.0,0.1889999999999999,0.0,80.0,0.66,94.0,15.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,541.0,591.0429,,,,,,,12.6,69.0,4.9,69.0,1.1,85.0,450656,NACOGDOCHES MEDICAL CENTER,TX,75965,NACOGDOCHES
450658,,,,,,,,,,,,,,,,,,,0.147,,,0.18,,-15.8,,0.212,,,,,80.0,,,27.0,,42.0,,47.0,,,,,,,,,,,0.025,,,,108.0,362.0,0.01,8782.0,,,0.0,31.0,,,,190.0,0.88,199.0,0.0,,,0.4,15.0,,,,,,,,,,,,,,,,12.8,55.0,,,,,,,450658,FREESTONE MEDICAL CENTER,TX,75840,FREESTONE
450659,5476.0,3459.0,233.0,224.0,25431.0,25431.0,3.924,2.5,6.106,1.887,1.391,9.733,1.529,0.4,0.328,0.0,1.438,0.103,0.149,,-8.7,,,6.4,,0.148,0.084,,,,465.0,,101.0,,,63.0,,62.0,84.0,,,,,,,,,,0.031,,,,109.0,400.0,0.0,7977.0,,,0.24,88.0,149.75,70.0,0.98,1337.0,0.4,1082.0,0.025,,,0.53,53.0,14.0,2.0,3.0,3.0,3.0,2.0,2.0,2.5,3.5,531.0,590.2850999999999,,,,,12.6,113.0,,,,,0.9,164.0,450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,77004,HARRIS
450661,3269.0,3172.0,,,,15264.0,3.009,1.477,,,,4.822,0.0,0.0,,,,0.0,0.148,,-4.7,0.188,-21.9,1.1,0.145,0.193,0.109,0.1159999999999999,0.114,,477.0,,161.0,38.0,123.0,72.0,54.0,71.0,138.0,36.0,103.0,,,,,,,,0.083,,0.044,,166.0,370.0,0.06,26801.0,,,0.9,51.0,,,1.02,1278.0,0.85,894.0,0.0,0.08,277.0,0.65,78.0,9.0,2.0,2.0,2.0,4.0,3.0,2.0,2.5,2.5,351.0,386.1246,0.03,35.0,0.107,33.0,14.0,89.0,,,,,1.1,140.0,450661,ODESSA REGIONAL MEDICAL CENTER,TX,79761,ECTOR
450662,5455.0,4538.0,81.0,173.0,47971.0,41484.0,4.199,3.311,2.244,1.511,2.048,18.249,0.476,1.812,0.446,1.324,0.977,0.219,0.159,,57.1,,-21.1,29.6,0.131,0.1889999999999999,0.12,,0.128,,887.0,,186.0,,115.0,143.0,62.0,144.0,163.0,,115.0,,,,,,,,0.19,,,,161.0,431.0,0.01,36168.0,0.82,17.0,0.82,74.0,189.82,28.0,1.0,1129.0,0.61,1201.0,0.0,0.03,105.0,0.67,191.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,573.0,664.2446000000001,,,,,12.1,171.0,,,,,1.0,76.0,450662,VALLEY REGIONAL MEDICAL CENTER,TX,78526,CAMERON
450668,5601.0,6903.0,97.0,,42165.0,42165.0,4.685,9.162,2.499,,2.606,29.795,0.0,0.764,0.4,,0.384,0.571,0.144,0.059,-8.8,,-22.0,15.7,0.155,0.213,0.119,,0.124,0.049,1032.0,56.0,193.0,,66.0,129.0,112.0,124.0,179.0,,54.0,48.0,,,,,,,0.145,,,,215.0,410.0,0.04,15547.0,,,1.0,132.0,184.42,30.0,1.08,1667.0,0.87,1813.0,0.564,,,0.46,69.0,20.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,1169.0,721.5893,0.0289999999999999,39.0,0.122,38.0,12.4,230.0,,,,,1.0,322.0,450668,SIERRA MEDICAL CENTER,TX,79902,EL PASO
450669,2588.0,2236.0,,,35228.0,26888.0,2.5,1.573,,,1.217,9.71,1.2,0.0,,,0.0,0.206,0.148,,5.7,0.1969999999999999,7.2,4.1,0.126,0.152,0.1169999999999999,0.108,0.135,,1008.0,,178.0,56.0,66.0,228.0,80.0,204.0,141.0,50.0,67.0,,,,,,,,0.038,,,,134.0,428.0,0.01,44670.0,0.8,20.0,1.0,106.0,155.88,26.0,0.84,1492.0,0.62,1790.0,0.001,0.0,36.0,0.7,121.0,11.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.5,393.0,564.9759,,,,,12.8,154.0,,,,,1.3,65.0,450669,MEDICAL CITY LEWISVILLE,TX,75057,DENTON
45066F,7065.0,9274.0,,,,,8.655,13.058,,,,,0.809,0.153,,,,,0.139,,5.0,0.216,47.5,-0.2,,0.115,0.057,0.057,0.105,,4906.0,,1105.0,598.0,184.0,466.0,,437.0,880.0,482.0,182.0,,,,,,,,,,,,,,,,,,,,167.86,83.0,0.89,,,,,,,,,23.0,2.0,3.0,3.0,4.0,2.0,3.0,2.5,2.0,472.0,3566.8804999999998,,,,,,,,,,,,,45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),TX,75216,DALLAS
450670,4365.0,4107.0,96.0,,37158.0,33927.0,3.502,3.572,2.486,,2.105,14.869,0.0,0.0,0.0,,0.95,0.135,0.147,0.05,39.4,0.192,20.8,46.1,0.1159999999999999,0.2189999999999999,0.111,0.075,0.11,0.035,1169.0,29.0,209.0,89.0,113.0,231.0,66.0,229.0,187.0,84.0,114.0,28.0,,,,,,,0.0579999999999999,,,,119.0,435.0,0.01,41744.0,,,0.77,22.0,150.96,37.0,0.8,1726.0,0.51,1640.0,0.0,0.07,29.0,0.84,93.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,474.0,770.9370999999999,0.0279999999999999,25.0,,,12.2,711.0,,,,,1.4,198.0,450670,HCA HOUSTON HEALTHCARE TOMBALL,TX,77375,HARRIS
450672,7026.0,5564.0,119.0,,59868.0,59868.0,6.832,8.057,3.314,,2.92,31.053,1.317,0.124,1.207,,0.342,0.29,0.15,0.045,23.4,0.184,29.6,2.7,0.126,0.168,0.092,0.1,0.121,0.044,1929.0,68.0,258.0,47.0,138.0,219.0,306.0,199.0,220.0,48.0,113.0,62.0,,,,,,,0.009,,,,120.0,426.0,0.01,39931.0,,,0.64,92.0,132.81,129.0,0.91,2228.0,0.47,2438.0,0.0,,,0.62,105.0,16.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,549.0,2012.2865,0.026,153.0,0.096,148.0,14.6,175.0,,,,,1.7,225.0,450672,MEDICAL CITY FORT WORTH,TX,76104,TARRANT
450674,6518.0,,93.0,1301.0,92736.0,38711.0,9.739,,2.546,10.314,2.97,19.502,0.513,,0.393,0.194,2.02,0.0,0.149,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,181.0,407.0,0.01,15113.0,,,,,,,0.94,1595.0,0.33,1739.0,0.0,0.1,124.0,0.86,44.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,312.0,75.5576,,,,,,,,,,,0.8,40.0,450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,77054,HARRIS
450675,9391.0,6495.0,161.0,198.0,89761.0,82569.0,9.431,6.412,4.715,1.83,4.285,37.691,0.742,0.468,0.212,0.0,0.233,0.186,0.154,0.047,27.0,0.186,12.7,40.8,0.136,0.154,0.085,0.104,0.127,0.039,1683.0,28.0,286.0,67.0,114.0,384.0,195.0,378.0,251.0,68.0,126.0,26.0,,,,,,,0.012,,0.053,,135.0,463.0,0.02,102746.0,,,,,149.16,93.0,0.98,2394.0,0.43,2722.0,0.034,0.08,74.0,0.51,150.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.5,457.0,1207.9275,0.0409999999999999,34.0,0.111,30.0,,,,,,,0.9,155.0,450675,MEDICAL CITY ARLINGTON,TX,76015,TARRANT
450677,5532.0,6419.0,111.0,,54343.0,51686.0,4.395,5.534,3.258,,2.629,37.49,1.138,0.542,0.307,,0.0,0.48,0.139,,-1.9,0.1969999999999999,46.9,-3.6,0.132,0.1369999999999999,0.109,0.1119999999999999,0.123,,1418.0,,456.0,122.0,78.0,337.0,102.0,312.0,398.0,119.0,80.0,,,,,,,,0.089,,,,172.0,408.0,0.02,54356.0,0.47,17.0,0.81,21.0,168.95,48.0,1.06,3020.0,0.82,2305.0,0.001,0.01,110.0,0.61,201.0,12.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1040.0,1012.1019,,,,,14.2,334.0,,,,,0.8,191.0,450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,TX,76028,JOHNSON
450678,1542.0,1560.0,,,,16372.0,1.1,1.134,,,,9.424,0.0,0.0,,,,0.955,0.151,,-14.1,0.192,,22.6,0.152,0.201,0.094,0.089,0.132,,491.0,,117.0,33.0,,119.0,28.0,129.0,92.0,28.0,42.0,,,,,,,,0.013,,,,156.0,412.0,0.01,30646.0,,,,,173.49,30.0,1.09,,,760.0,0.0409999999999999,0.0,53.0,0.43,367.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,266.0,411.9394,,,,,,,,,,,1.1,31.0,450678,White Rock Medical Center,TX,75218,DALLAS
450684,8453.0,8004.0,169.0,170.0,74345.0,71761.0,6.59,6.642,4.647,1.524,4.101,30.686,2.124,0.452,0.43,0.656,0.488,0.261,0.147,,30.4,0.172,-5.3,10.2,0.13,0.165,0.132,0.084,0.122,,1370.0,,391.0,92.0,101.0,353.0,122.0,336.0,352.0,80.0,122.0,,,,,,0.357,,0.089,,,,222.0,402.0,0.01,54415.0,0.3,23.0,0.73,55.0,149.51,55.0,1.05,3376.0,0.95,1832.0,0.001,0.12,26.0,0.44,162.0,9.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.5,453.0,1026.1459,,,,,13.7,93.0,11.2,25.0,5.1,25.0,1.0,196.0,450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,TX,77338,HARRIS
450686,22763.0,20566.0,290.0,151.0,182583.0,149691.0,27.199,33.716,9.313,1.363,15.855,71.215,0.074,0.445,0.322,0.0,0.568,0.379,0.159,,33.6,0.182,18.4,-0.1,0.15,0.152,0.144,0.091,0.141,,2375.0,,320.0,126.0,178.0,263.0,70.0,262.0,289.0,115.0,179.0,,,,,,,,0.149,,0.0279999999999999,,275.0,342.0,0.0,70018.0,,,0.96,182.0,212.02,105.0,1.08,8177.0,0.79,6965.0,0.008,0.0,88.0,0.33,182.0,14.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1598.0,1899.1527,0.035,135.0,0.108,128.0,14.2,551.0,11.2,145.0,6.5,145.0,0.9,277.0,450686,UNIVERSITY MEDICAL CENTER,TX,79415,LUBBOCK
450688,2351.0,3030.0,,,29067.0,26770.0,1.725,2.763,,,1.266,13.574,2.319,0.0,,,2.37,0.0,0.15,,-14.5,0.193,,28.0,0.148,0.185,0.115,0.091,0.1369999999999999,,603.0,,95.0,56.0,,223.0,47.0,210.0,76.0,54.0,47.0,,,,,,,,0.008,,,,162.0,405.0,0.04,42674.0,0.91,32.0,1.0,15.0,,,1.11,955.0,0.84,1005.0,0.001,0.07,196.0,0.62,69.0,23.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.5,397.0,366.6755,,,,,12.9,47.0,,,,,,,450688,DALLAS REGIONAL MEDICAL CENTER,TX,75149,DALLAS
45068F,1656.0,2317.0,,,,15227.0,1.712,2.413,,,,6.297,0.0,0.829,,,,1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,432.0,0.05,40107.0,,,0.82,17.0,,,,,,,,0.0,28.0,0.72,40.0,28.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,467.0,,,,,,,,,,,,,,45068F,William Beaumont AMG (FT Bliss),TX,79920,EL PASO
450690,1366.0,,,,,4439.0,1.157,,,,,1.603,0.864,,,,,0.0,0.152,,-20.6,0.179,,-12.5,,0.2,0.133,0.0969999999999999,,,141.0,,50.0,38.0,,68.0,,68.0,50.0,35.0,,,,,,,,,0.0969999999999999,,0.03,,118.0,342.0,0.03,11819.0,,,0.97,152.0,,,,1662.0,0.92,1062.0,0.013,,,0.78,23.0,16.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.5,104.0,,,,,,12.3,435.0,13.5,347.0,5.4,347.0,,,450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,75708,SMITH
450694,,,,,,,,,,,,,,,,,,,0.15,,6.6,,,-29.3,,0.151,0.1,,,,194.0,,81.0,,,63.0,,58.0,69.0,,,,,,,,,,0.156,,0.022,,118.0,849.0,0.0,7457.0,,,0.69,119.0,,,0.96,565.0,0.39,440.0,0.0,,,0.43,87.0,29.0,3.0,4.0,5.0,3.0,1.0,3.0,2.0,3.5,147.0,108.1574,,,,,13.9,86.0,,,,,,,450694,EL CAMPO MEMORIAL HOSPITAL,TX,77437,WHARTON
